county,state,low,med,high
Washington,TN,0.19,0.13,0.08
Wayne,TN,0.22,0.15,0.09
Weakley,TN,0.21,0.14,0.09
White,TN,0.21,0.14,0.09
Williamson,TN,0.12,0.09,0.05
Wilson,TN,0.17,0.12,0.07
Anderson,TX,0.21,0.14,0.09
Andrews,TX,0.18,0.12,0.08
Angelina,TX,0.19,0.13,0.08
Aransas,TX,0.18,0.12,0.08
Archer,TX,0.19,0.13,0.09
Armstrong,TX,0.19,0.12,0.08
Atascosa,TX,0.17,0.11,0.08
Austin,TX,0.17,0.11,0.07
Bailey,TX,0.18,0.11,0.08
Bandera,TX,0.17,0.11,0.08
Bastrop,TX,0.19,0.12,0.08
Baylor,TX,0.19,0.13,0.09
Bee,TX,0.18,0.12,0.08
Bell,TX,0.20,0.12,0.08
Bexar,TX,0.16,0.10,0.06
Blanco,TX,0.15,0.10,0.07
Borden,TX,0.19,0.12,0.08
Bosque,TX,0.19,0.12,0.08
Bowie,TX,0.21,0.14,0.09
Brazoria,TX,0.16,0.11,0.07
Brazos,TX,0.17,0.11,0.07
Brewster,TX,0.18,0.12,0.08
Briscoe,TX,0.19,0.12,0.08
Brooks,TX,0.16,0.10,0.06
Brown,TX,0.19,0.13,0.09
Burleson,TX,0.19,0.12,0.08
Burnet,TX,0.19,0.13,0.08
Caldwell,TX,0.19,0.12,0.08
Calhoun,TX,0.17,0.11,0.07
Callahan,TX,0.19,0.13,0.09
Cameron,TX,0.17,0.11,0.07
Camp,TX,0.19,0.13,0.09
Carson,TX,0.19,0.12,0.08
Cass,TX,0.21,0.14,0.09
Castro,TX,0.19,0.12,0.08
Chambers,TX,0.20,0.14,0.09
Cherokee,TX,0.19,0.13,0.09
Childress,TX,0.19,0.12,0.08
Clay,TX,0.19,0.13,0.09
Cochran,TX,0.18,0.11,0.08
Coke,TX,0.19,0.12,0.08
Coleman,TX,0.19,0.13,0.09
Collin,TX,0.12,0.08,0.05
Collingsworth,TX,0.19,0.12,0.08
Colorado,TX,0.17,0.11,0.07
Comal,TX,0.14,0.09,0.06
Comanche,TX,0.19,0.13,0.09
Concho,TX,0.19,0.12,0.08
Cooke,TX,0.19,0.13,0.09
Coryell,TX,0.19,0.13,0.08
Cottle,TX,0.19,0.13,0.09
Crane,TX,0.18,0.12,0.08
Crockett,TX,0.19,0.12,0.08
Crosby,TX,0.18,0.11,0.08
Culberson,TX,0.18,0.12,0.08
Dallam,TX,0.19,0.12,0.08
Dallas,TX,0.17,0.11,0.07
Dawson,TX,0.19,0.12,0.08
Deaf Smith,TX,0.19,0.12,0.08
Delta,TX,0.19,0.13,0.09
Denton,TX,0.14,0.09,0.06
DeWitt,TX,0.17,0.11,0.08
Dickens,TX,0.18,0.11,0.08
Dimmit,TX,0.17,0.11,0.07
Donley,TX,0.19,0.12,0.08
Duval,TX,0.19,0.11,0.07
Eastland,TX,0.19,0.13,0.09
Ector,TX,0.17,0.11,0.07
Edwards,TX,0.17,0.11,0.07
Ellis,TX,0.17,0.11,0.08
El Paso,TX,0.16,0.10,0.06
Erath,TX,0.17,0.11,0.08
Falls,TX,0.19,0.12,0.08
Fannin,TX,0.19,0.13,0.09
Fayette,TX,0.19,0.12,0.08
Fisher,TX,0.19,0.13,0.09
Floyd,TX,0.18,0.11,0.08
Foard,TX,0.19,0.13,0.09
Fort Bend,TX,0.12,0.08,0.05
Franklin,TX,0.19,0.13,0.09
Freestone,TX,0.19,0.12,0.08
Frio,TX,0.17,0.11,0.08
Gaines,TX,0.18,0.12,0.08
Galveston,TX,0.16,0.10,0.07
Garza,TX,0.18,0.11,0.08
Gillespie,TX,0.15,0.10,0.07
Glasscock,TX,0.19,0.12,0.08
Goliad,TX,0.17,0.11,0.08
Gonzales,TX,0.17,0.11,0.08
Gray,TX,0.19,0.12,0.08
Grayson,TX,0.19,0.13,0.09
Gregg,TX,0.19,0.13,0.09
Grimes,TX,0.19,0.12,0.08
Guadalupe,TX,0.15,0.10,0.07
Hale,TX,0.18,0.11,0.08
Hall,TX,0.19,0.12,0.08
Hamilton,TX,0.19,0.13,0.08
Hansford,TX,0.19,0.12,0.08
Hardeman,TX,0.19,0.13,0.09
Hardin,TX,0.19,0.13,0.09
Harris,TX,0.17,0.11,0.07
Harrison,TX,0.19,0.13,0.09
Hartley,TX,0.19,0.12,0.08
Haskell,TX,0.19,0.13,0.09
Hays,TX,0.16,0.10,0.07
Hemphill,TX,0.19,0.12,0.08
Henderson,TX,0.21,0.14,0.09
Hidalgo,TX,0.17,0.11,0.07
Hill,TX,0.19,0.12,0.08
Hockley,TX,0.18,0.11,0.08
Hood,TX,0.17,0.11,0.08
Hopkins,TX,0.19,0.13,0.09
Houston,TX,0.21,0.14,0.09
Howard,TX,0.19,0.12,0.08
Hudspeth,TX,0.18,0.12,0.08
Hunt,TX,0.17,0.11,0.07
Hutchinson,TX,0.19,0.12,0.08
Irion,TX,0.19,0.12,0.08
Jack,TX,0.19,0.13,0.09
Jackson,TX,0.17,0.11,0.08
Jasper,TX,0.22,0.14,0.10
Jeff Davis,TX,0.18,0.12,0.08
Jefferson,TX,0.19,0.12,0.08
Jim Hogg,TX,0.19,0.11,0.07
Jim Wells,TX,0.16,0.10,0.06
Johnson,TX,0.20,0.13,0.09
Jones,TX,0.19,0.13,0.09
Karnes,TX,0.17,0.11,0.08
Kaufman,TX,0.18,0.12,0.08
Kendall,TX,0.15,0.10,0.07
Kenedy,TX,0.16,0.10,0.06
Kent,TX,0.19,0.13,0.09
Kerr,TX,0.15,0.10,0.07
Kimble,TX,0.19,0.12,0.08
King,TX,0.18,0.11,0.08
Kinney,TX,0.17,0.11,0.07
Kleberg,TX,0.16,0.10,0.06
Knox,TX,0.19,0.13,0.09
Lamar,TX,0.19,0.13,0.09
Lamb,TX,0.18,0.11,0.08
Lampasas,TX,0.19,0.13,0.08
La Salle,TX,0.17,0.11,0.07
Lavaca,TX,0.17,0.11,0.08
Lee,TX,0.19,0.12,0.08
Leon,TX,0.19,0.12,0.08
Liberty,TX,0.20,0.14,0.09
Limestone,TX,0.19,0.12,0.08
Lipscomb,TX,0.19,0.12,0.08
Live Oak,TX,0.19,0.11,0.07
Llano,TX,0.19,0.13,0.08
Loving,TX,0.18,0.12,0.08
Lubbock,TX,0.17,0.11,0.07
Lynn,TX,0.18,0.11,0.08
McCulloch,TX,0.19,0.12,0.08
McLennan,TX,0.18,0.11,0.07
McMullen,TX,0.19,0.11,0.07
Madison,TX,0.19,0.12,0.08
Marion,TX,0.19,0.13,0.09
Martin,TX,0.19,0.12,0.08
Mason,TX,0.19,0.12,0.08
Matagorda,TX,0.17,0.11,0.07
Maverick,TX,0.17,0.11,0.07
Medina,TX,0.17,0.11,0.08
Menard,TX,0.19,0.12,0.08
Midland,TX,0.16,0.10,0.07
Milam,TX,0.19,0.12,0.08
Mills,TX,0.19,0.13,0.08
Mitchell,TX,0.19,0.13,0.09
Montague,TX,0.19,0.13,0.09
Montgomery,TX,0.16,0.11,0.07
Moore,TX,0.19,0.12,0.08
Morris,TX,0.19,0.13,0.09
Motley,TX,0.18,0.11,0.08
Nacogdoches,TX,0.19,0.13,0.08
Navarro,TX,0.19,0.12,0.08
Newton,TX,0.22,0.14,0.10
Nolan,TX,0.19,0.13,0.09
Nueces,TX,0.16,0.10,0.06
Ochiltree,TX,0.19,0.12,0.08
Oldham,TX,0.19,0.12,0.08
Orange,TX,0.19,0.13,0.09
Palo Pinto,TX,0.17,0.11,0.08
Panola,TX,0.19,0.13,0.09
Parker,TX,0.17,0.12,0.08
Parmer,TX,0.19,0.12,0.08
Pecos,TX,0.18,0.12,0.08
Polk,TX,0.21,0.14,0.09
Potter,TX,0.20,0.13,0.09
Presidio,TX,0.18,0.12,0.08
Rains,TX,0.19,0.13,0.09
Randall,TX,0.15,0.10,0.07
Reagan,TX,0.19,0.12,0.08
Real,TX,0.17,0.11,0.07
Red River,TX,0.19,0.13,0.09
Reeves,TX,0.18,0.12,0.08
Refugio,TX,0.18,0.12,0.08
Roberts,TX,0.19,0.12,0.08
Robertson,TX,0.19,0.12,0.08
Rockwall,TX,0.17,0.11,0.07
Runnels,TX,0.19,0.13,0.09
Rusk,TX,0.19,0.13,0.09
Sabine,TX,0.22,0.14,0.10
San Augustine,TX,0.22,0.14,0.10
San Jacinto,TX,0.21,0.14,0.09
San Patricio,TX,0.18,0.12,0.08
San Saba,TX,0.19,0.13,0.08
Schleicher,TX,0.19,0.12,0.08
Scurry,TX,0.19,0.13,0.09
Shackelford,TX,0.19,0.13,0.09
Shelby,TX,0.22,0.14,0.10
Sherman,TX,0.19,0.12,0.08
Smith,TX,0.18,0.12,0.08
Somervell,TX,0.17,0.11,0.08
Starr,TX,0.19,0.11,0.07
Stephens,TX,0.19,0.13,0.09
Sterling,TX,0.19,0.12,0.08
Stonewall,TX,0.19,0.13,0.09
Sutton,TX,0.19,0.12,0.08
Swisher,TX,0.19,0.12,0.08
Tarrant,TX,0.16,0.11,0.07
Taylor,TX,0.18,0.12,0.08
Terrell,TX,0.18,0.12,0.08
Terry,TX,0.18,0.11,0.08
Throckmorton,TX,0.19,0.13,0.09
Titus,TX,0.19,0.13,0.09
Tom Green,TX,0.17,0.11,0.07
Travis,TX,0.14,0.09,0.06
Trinity,TX,0.21,0.14,0.09
Tyler,TX,0.22,0.14,0.10
Upshur,TX,0.19,0.13,0.09
Upton,TX,0.19,0.12,0.08
Uvalde,TX,0.17,0.11,0.07
Val Verde,TX,0.17,0.11,0.07
Van Zandt,TX,0.19,0.13,0.09
Victoria,TX,0.17,0.11,0.07
Walker,TX,0.21,0.14,0.09
Waller,TX,0.17,0.11,0.07
Ward,TX,0.18,0.12,0.08
Washington,TX,0.19,0.12,0.08
Webb,TX,0.17,0.10,0.07
Wharton,TX,0.17,0.11,0.07
Wheeler,TX,0.19,0.12,0.08
Wichita,TX,0.20,0.13,0.09
Wilbarger,TX,0.19,0.13,0.09
Willacy,TX,0.16,0.10,0.06
Williamson,TX,0.14,0.09,0.06
Wilson,TX,0.17,0.11,0.08
Winkler,TX,0.18,0.12,0.08
Wise,TX,0.19,0.13,0.09
Wood,TX,0.19,0.13,0.09
Yoakum,TX,0.18,0.11,0.08
Young,TX,0.19,0.13,0.09
Zapata,TX,0.19,0.11,0.07
Zavala,TX,0.17,0.11,0.07
Beaver,UT,0.16,0.12,0.07
Box Elder,UT,0.16,0.12,0.08
Cache,UT,0.14,0.10,0.06
Carbon,UT,0.18,0.13,0.08
Daggett,UT,0.18,0.13,0.08
Davis,UT,0.13,0.10,0.06
Duchesne,UT,0.18,0.13,0.08
Emery,UT,0.18,0.13,0.08
Garfield,UT,0.16,0.12,0.07
Grand,UT,0.18,0.13,0.08
Iron,UT,0.16,0.12,0.07
Juab,UT,0.16,0.12,0.07
Kane,UT,0.16,0.12,0.07
Millard,UT,0.16,0.12,0.07
Morgan,UT,0.14,0.10,0.06
Piute,UT,0.16,0.12,0.07
Rich,UT,0.14,0.10,0.06
Salt Lake,UT,0.14,0.10,0.06
San Juan,UT,0.18,0.13,0.08
Sanpete,UT,0.16,0.12,0.07
Sevier,UT,0.16,0.12,0.07
Summit,UT,0.14,0.10,0.06
Tooele,UT,0.16,0.12,0.08
Uintah,UT,0.18,0.13,0.08
Utah,UT,0.15,0.11,0.07
Wasatch,UT,0.18,0.13,0.08
Washington,UT,0.14,0.10,0.06
Wayne,UT,0.16,0.12,0.07
Weber,UT,0.15,0.11,0.07
Addison,VT,0.09,0.04,0.02
Bennington,VT,0.09,0.04,0.02
Caledonia,VT,0.09,0.04,0.02
Chittenden,VT,0.09,0.04,0.02
Essex,VT,0.09,0.04,0.02
Franklin,VT,0.09,0.04,0.02
Grand Isle,VT,0.09,0.04,0.02
Lamoille,VT,0.09,0.04,0.02
Orange,VT,0.09,0.04,0.02
Orleans,VT,0.09,0.04,0.02
Rutland,VT,0.09,0.04,0.02
Washington,VT,0.09,0.04,0.02
Windham,VT,0.09,0.04,0.02
Windsor,VT,0.09,0.04,0.02
Accomack,VA,0.12,0.06,0.04
Albemarle,VA,0.11,0.05,0.04
Alleghany,VA,0.11,0.06,0.04
Amelia,VA,0.15,0.07,0.05
Amherst,VA,0.12,0.06,0.04
Appomattox,VA,0.12,0.06,0.04
Arlington,VA,0.07,0.04,0.02
Augusta,VA,0.14,0.07,0.05
Bath,VA,0.14,0.07,0.05
Bedford VA ,R),0.12,0.06,0.04
Bland,VA,0.14,0.07,0.05
Botetourt,VA,0.11,0.06,0.04
Brunswick,VA,0.15,0.07,0.05
Buchanan,VA,0.16,0.08,0.06
Buckingham,VA,0.15,0.07,0.05
Campbell,VA,0.14,0.07,0.05
Caroline,VA,0.12,0.06,0.04
Carroll,VA,0.14,0.07,0.05
Charles City,VA,0.11,0.06,0.04
Charlotte,VA,0.15,0.07,0.05
Chesterfield,VA,0.11,0.05,0.04
Clarke,VA,0.12,0.06,0.04
Craig,VA,0.11,0.06,0.04
Culpeper,VA,0.12,0.06,0.04
Cumberland,VA,0.15,0.07,0.05
Dickenson,VA,0.16,0.08,0.06
Dinwiddie,VA,0.14,0.07,0.05
Essex,VA,0.12,0.06,0.04
Fairfax,VA,0.07,0.04,0.03
Fauquier,VA,0.12,0.06,0.04
Floyd,VA,0.13,0.06,0.04
Fluvanna,VA,0.12,0.06,0.04
Franklin,VA,0.11,0.06,0.04
Frederick,VA,0.12,0.06,0.04
Giles,VA,0.13,0.06,0.04
Gloucester,VA,0.12,0.06,0.04
Goochland,VA,0.11,0.06,0.04
Grayson,VA,0.14,0.07,0.05
Greene,VA,0.10,0.05,0.03
Greensville,VA,0.14,0.07,0.05
Halifax,VA,0.15,0.07,0.05
Hanover,VA,0.11,0.06,0.04
Henrico,VA,0.11,0.05,0.03
Henry,VA,0.14,0.07,0.05
Highland,VA,0.14,0.07,0.05
Isle of Wight,VA,0.13,0.06,0.04
James City,VA,0.10,0.05,0.03
King and Queen,VA,0.12,0.06,0.04
King George,VA,0.12,0.06,0.04
King William,VA,0.11,0.06,0.04
Lancaster,VA,0.12,0.06,0.04
Lee,VA,0.16,0.08,0.06
Loudoun,VA,0.07,0.04,0.03
Louisa,VA,0.12,0.06,0.04
Lunenburg,VA,0.15,0.07,0.05
Madison,VA,0.12,0.06,0.04
Mathews,VA,0.12,0.06,0.04
Mecklenburg,VA,0.15,0.07,0.05
Middlesex,VA,0.12,0.06,0.04
Montgomery,VA,0.13,0.06,0.04
Nelson,VA,0.12,0.06,0.04
New Kent,VA,0.11,0.06,0.04
Northampton,VA,0.12,0.06,0.04
Northumberland,VA,0.12,0.06,0.04
Nottoway,VA,0.15,0.07,0.05
Orange,VA,0.12,0.06,0.04
Page,VA,0.13,0.07,0.05
Patrick,VA,0.14,0.07,0.05
Pittsylvania,VA,0.14,0.07,0.05
Powhatan,VA,0.11,0.06,0.04
Prince Edward,VA,0.15,0.07,0.05
Prince George,VA,0.14,0.07,0.05
Prince William,VA,0.10,0.05,0.03
Pulaski,VA,0.13,0.06,0.04
Rappahannock,VA,0.12,0.06,0.04
Richmond,VA,0.12,0.06,0.04
Roanoke,VA,0.12,0.06,0.04
Rockbridge,VA,0.14,0.07,0.05
Rockingham,VA,0.13,0.06,0.04
Russell,VA,0.16,0.08,0.06
Scott,VA,0.16,0.08,0.06
Shenandoah,VA,0.13,0.07,0.05
Smyth,VA,0.14,0.07,0.05
Southampton,VA,0.13,0.06,0.04
Spotsylvania,VA,0.12,0.06,0.04
Stafford,VA,0.12,0.06,0.04
Surry,VA,0.14,0.07,0.05
Sussex,VA,0.14,0.07,0.05
Tazewell,VA,0.16,0.08,0.06
Warren,VA,0.13,0.07,0.05
Washington,VA,0.14,0.07,0.05
Westmoreland,VA,0.12,0.06,0.04
Wise,VA,0.16,0.08,0.06
Wythe,VA,0.14,0.07,0.05
York,VA,0.10,0.05,0.03
Alexandria city,VA,0.09,0.04,0.03
Bedford city VA ,D),0.12,0.06,0.04
Bristol city,VA,0.14,0.07,0.05
Buena Vista city,VA,0.14,0.07,0.05
Charlottesville city,VA,0.10,0.05,0.03
Chesapeake city,VA,0.13,0.06,0.04
Colonial Heights city,VA,0.14,0.07,0.05
Covington city,VA,0.11,0.06,0.04
Danville city,VA,0.14,0.07,0.05
Emporia city,VA,0.14,0.07,0.05
Fairfax city,VA,0.08,0.04,0.03
Falls Church city,VA,0.05,0.03,0.02
Franklin city,VA,0.13,0.06,0.04
Fredericksburg city,VA,0.12,0.06,0.04
Galax city,VA,0.14,0.07,0.05
Hampton city,VA,0.13,0.06,0.04
Harrisonburg city,VA,0.13,0.06,0.04
Hopewell city,VA,0.14,0.07,0.05
Lexington city,VA,0.14,0.07,0.05
Lynchburg city,VA,0.14,0.07,0.05
Manassas city,VA,0.11,0.06,0.04
Manassas Park city,VA,0.11,0.06,0.04
Martinsville city,VA,0.14,0.07,0.05
Newport News city,VA,0.15,0.07,0.05
Norfolk city,VA,0.15,0.07,0.05
Norton city,VA,0.16,0.08,0.06
Petersburg city,VA,0.14,0.07,0.05
Poquoson city,VA,0.10,0.05,0.03
Portsmouth city,VA,0.14,0.07,0.04
Radford city,VA,0.13,0.06,0.04
Richmond city,VA,0.13,0.06,0.04
Roanoke city,VA,0.14,0.07,0.04
Salem city,VA,0.14,0.07,0.04
Staunton city,VA,0.14,0.07,0.05
Suffolk city,VA,0.13,0.06,0.04
Virginia Beach city,VA,0.11,0.05,0.04
Waynesboro city,VA,0.14,0.07,0.05
Williamsburg city,VA,0.10,0.05,0.03
Winchester city,VA,0.12,0.06,0.04
Adams,WA,0.12,0.07,0.05
Asotin,WA,0.12,0.07,0.05
Benton,WA,0.12,0.08,0.05
Chelan,WA,0.12,0.08,0.05
Clallam,WA,0.11,0.07,0.05
Clark,WA,0.12,0.08,0.06
Columbia,WA,0.12,0.07,0.05
Cowlitz,WA,0.13,0.08,0.06
Douglas,WA,0.12,0.08,0.05
Ferry,WA,0.14,0.09,0.07
Franklin,WA,0.13,0.08,0.06
Garfield,WA,0.12,0.07,0.05
Grant,WA,0.14,0.08,0.06
Grays Harbor,WA,0.13,0.08,0.06
Island,WA,0.11,0.07,0.05
Jefferson,WA,0.11,0.07,0.05
King,WA,0.09,0.06,0.04
Kitsap,WA,0.12,0.07,0.05
Kittitas,WA,0.14,0.08,0.06
Klickitat,WA,0.13,0.09,0.06
Lewis,WA,0.13,0.09,0.06
Lincoln,WA,0.12,0.07,0.05
Mason,WA,0.13,0.08,0.06
Okanogan,WA,0.14,0.09,0.07
Pacific,WA,0.13,0.08,0.06
Pend Oreille,WA,0.14,0.09,0.07
Pierce,WA,0.12,0.08,0.06
San Juan,WA,0.11,0.07,0.05
Skagit,WA,0.11,0.07,0.05
Skamania,WA,0.13,0.09,0.06
Snohomish,WA,0.11,0.07,0.05
Spokane,WA,0.13,0.08,0.06
Stevens,WA,0.14,0.09,0.07
Thurston,WA,0.12,0.08,0.05
Wahkiakum,WA,0.13,0.08,0.06
Walla Walla,WA,0.12,0.08,0.06
Whatcom,WA,0.12,0.07,0.05
Whitman,WA,0.12,0.07,0.05
Yakima,WA,0.13,0.08,0.06
Barbour,WV,0.16,0.10,0.08
Berkeley,WV,0.14,0.09,0.07
Boone,WV,0.16,0.10,0.08
Braxton,WV,0.17,0.11,0.08
Brooke,WV,0.14,0.09,0.07
Cabell,WV,0.16,0.10,0.08
Calhoun,WV,0.17,0.11,0.08
Clay,WV,0.15,0.10,0.07
Doddridge,WV,0.15,0.10,0.08
Fayette,WV,0.16,0.10,0.08
Gilmer,WV,0.17,0.11,0.08
Grant,WV,0.16,0.10,0.08
Greenbrier,WV,0.16,0.10,0.08
Hampshire,WV,0.14,0.09,0.07
Hancock,WV,0.14,0.09,0.07
Hardy,WV,0.16,0.10,0.08
Harrison,WV,0.15,0.10,0.08
Jackson,WV,0.17,0.11,0.08
Jefferson,WV,0.14,0.09,0.07
Kanawha,WV,0.15,0.10,0.07
Lewis,WV,0.16,0.10,0.08
Lincoln,WV,0.16,0.10,0.08
Logan,WV,0.18,0.12,0.09
McDowell,WV,0.18,0.12,0.09
Marion,WV,0.15,0.10,0.08
Marshall,WV,0.14,0.09,0.07
Mason,WV,0.16,0.10,0.08
Mercer,WV,0.16,0.10,0.08
Mineral,WV,0.14,0.09,0.07
Mingo,WV,0.18,0.12,0.09
Monongalia,WV,0.14,0.09,0.07
Monroe,WV,0.16,0.10,0.08
Morgan,WV,0.14,0.09,0.07
Nicholas,WV,0.16,0.10,0.08
Ohio,WV,0.14,0.09,0.07
Pendleton,WV,0.16,0.10,0.08
Pleasants,WV,0.15,0.10,0.07
Pocahontas,WV,0.16,0.10,0.08
Preston,WV,0.14,0.09,0.07
Putnam,WV,0.16,0.10,0.08
Raleigh,WV,0.16,0.10,0.08
Randolph,WV,0.16,0.10,0.08
Ritchie,WV,0.17,0.11,0.08
Roane,WV,0.17,0.11,0.08
Summers,WV,0.16,0.10,0.08
Taylor,WV,0.15,0.10,0.08
Tucker,WV,0.16,0.10,0.08
Tyler,WV,0.17,0.11,0.08
Upshur,WV,0.16,0.10,0.08
Wayne,WV,0.16,0.10,0.08
Webster,WV,0.16,0.10,0.08
Wetzel,WV,0.17,0.11,0.08
Wirt,WV,0.15,0.10,0.07
Wood,WV,0.15,0.10,0.07
Wyoming,WV,0.18,0.12,0.09
Adams,WI,0.20,0.15,0.09
Ashland,WI,0.20,0.15,0.09
Barron,WI,0.22,0.16,0.10
Bayfield,WI,0.20,0.15,0.09
Brown,WI,0.20,0.15,0.09
Buffalo,WI,0.21,0.16,0.10
Burnett,WI,0.20,0.15,0.09
Calumet,WI,0.20,0.15,0.09
Chippewa,WI,0.20,0.15,0.09
Clark,WI,0.22,0.16,0.10
Columbia,WI,0.20,0.15,0.09
Crawford,WI,0.21,0.16,0.10
Dane,WI,0.16,0.12,0.07
Dodge,WI,0.20,0.16,0.09
Door,WI,0.20,0.15,0.09
Douglas,WI,0.20,0.15,0.09
Dunn,WI,0.19,0.14,0.09
Eau Claire,WI,0.20,0.15,0.09
Florence,WI,0.20,0.15,0.09
Fond du Lac,WI,0.20,0.15,0.09
Forest,WI,0.20,0.15,0.09
Grant,WI,0.21,0.16,0.09
Green,WI,0.21,0.16,0.09
Green Lake,WI,0.21,0.16,0.10
Iowa,WI,0.21,0.16,0.09
Iron,WI,0.20,0.15,0.09
Jackson,WI,0.21,0.16,0.10
Jefferson,WI,0.20,0.16,0.09
Juneau,WI,0.20,0.15,0.09
Kenosha,WI,0.20,0.15,0.09
Kewaunee,WI,0.20,0.15,0.09
La Crosse,WI,0.20,0.15,0.09
Lafayette,WI,0.21,0.16,0.09
Langlade,WI,0.20,0.15,0.09
Lincoln,WI,0.20,0.15,0.09
Manitowoc,WI,0.20,0.15,0.09
Marathon,WI,0.19,0.14,0.08
Marinette,WI,0.20,0.15,0.09
Marquette,WI,0.21,0.16,0.10
Menominee,WI,0.21,0.16,0.10
Milwaukee,WI,0.21,0.15,0.09
Monroe,WI,0.21,0.16,0.10
Oconto,WI,0.20,0.15,0.09
Oneida,WI,0.20,0.15,0.09
Outagamie,WI,0.20,0.15,0.09
Ozaukee,WI,0.17,0.13,0.08
Pepin,WI,0.21,0.16,0.10
Pierce,WI,0.21,0.16,0.10
Polk,WI,0.22,0.16,0.10
Portage,WI,0.20,0.15,0.09
Price,WI,0.20,0.15,0.09
Racine,WI,0.22,0.16,0.10
Richland,WI,0.21,0.16,0.09
Rock,WI,0.21,0.15,0.09
Rusk,WI,0.20,0.15,0.09
St. Croix,WI,0.19,0.14,0.09
Sauk,WI,0.20,0.15,0.09
Sawyer,WI,0.20,0.15,0.09
Shawano,WI,0.21,0.16,0.10
Sheboygan,WI,0.20,0.15,0.09
Taylor,WI,0.20,0.15,0.09
Trempealeau,WI,0.21,0.16,0.10
Vernon,WI,0.21,0.16,0.10
Vilas,WI,0.20,0.15,0.09
Walworth,WI,0.19,0.15,0.09
Washburn,WI,0.20,0.15,0.09
Washington,WI,0.17,0.13,0.08
Waukesha,WI,0.15,0.12,0.07
Waupaca,WI,0.21,0.16,0.10
Waushara,WI,0.21,0.16,0.10
Winnebago,WI,0.21,0.16,0.09
Wood,WI,0.20,0.15,0.09
Albany,WY,0.27,0.19,0.14
Big Horn,WY,0.27,0.21,0.15
Campbell,WY,0.29,0.23,0.17
Carbon,WY,0.29,0.23,0.16
Converse,WY,0.29,0.23,0.16
Crook,WY,0.29,0.23,0.17
Fremont,WY,0.28,0.22,0.16
Goshen,WY,0.29,0.23,0.17
Hot Springs,WY,0.28,0.22,0.16
Johnson,WY,0.29,0.23,0.17
Laramie,WY,0.27,0.19,0.14
Lincoln,WY,0.27,0.21,0.15
Natrona,WY,0.29,0.23,0.16
Niobrara,WY,0.29,0.23,0.17
Park,WY,0.27,0.21,0.15
Platte,WY,0.29,0.23,0.17
Sheridan,WY,0.27,0.21,0.15
Sublette,WY,0.28,0.22,0.16
Sweetwater,WY,0.28,0.22,0.16
Teton,WY,0.27,0.21,0.15
Uinta,WY,0.28,0.22,0.16
Washakie,WY,0.29,0.23,0.17
Weston,WY,0.29,0.23,0.17
